Dates,Active-Count,CPU-Utilization,Total-Memory-Usage,Average-Temperature
14-08-2018 06:00,15310,35,42.27513663,33.18181818
14-08-2018 06:15,15376,32,42.30025126,33.09090909
14-08-2018 06:30,15433,32,42.33704842,34.54545455
14-08-2018 06:45,15307,28,42.18280512,33.54545455
14-08-2018 07:00,15392,29,42.16260054,35.18181818
14-08-2018 07:15,15451,30,42.28670629,35.63636364
14-08-2018 07:30,15365,29,42.28670629,33
14-08-2018 07:45,15427,29,42.07552356,35.81818182
14-08-2018 08:00,15284,27,42.07574931,33.09090909
14-08-2018 08:15,15256,26,42.07117787,33.45454545
14-08-2018 08:30,15052,26,42.12118151,33.36363636
14-08-2018 08:45,15067,26,42.07503351,35.72727273
14-08-2018 09:00,15271,27,42.16980685,35.27272727
14-08-2018 09:30,15417,29,42.4465507,33.72727273
14-08-2018 09:45,15483,29,42.30703676,34.63636364
14-08-2018 10:00,15502,33,42.28124474,34.90909091
14-08-2018 10:15,15482,32,42.20194981,34.90909091
14-08-2018 10:30,15508,32,42.12141324,33.72727273
14-08-2018 10:45,15588,30,42.20036955,33.63636364
14-08-2018 11:00,15465,29,42.0927429,33.81818182
14-08-2018 11:15,15327,29,42.182761,33.72727273
14-08-2018 11:30,15300,28,42.17852817,35.18181818
14-08-2018 11:45,15128,26,42.17559341,33.27272727
14-08-2018 12:15,14269,26,42.13145915,34.45454545
14-08-2018 12:30,14269,23,42.11441497,34.09090909
14-08-2018 12:45,14269,21,42.01785011,33.63636364
14-08-2018 13:00,14269,23,42.01926105,35.63636364
14-08-2018 13:15,14269,21,42.01531041,35.36363636
14-08-2018 13:30,14269,20,42.01576191,35.72727273
14-08-2018 13:45,14269,21,42.0286297,35.45454545
14-08-2018 14:00,14269,20,42.03749042,33.18181818
14-08-2018 14:15,14269,21,42.03867561,35.27272727
14-08-2018 14:30,14269,18,42.04815714,35.36363636
14-08-2018 15:00,14269,17,42.04691551,35.36363636
14-08-2018 15:15,14269,18,42.04567388,35
14-08-2018 15:30,14269,18,42.04234406,33.72727273
14-08-2018 15:45,14269,18,42.05769511,35.18181818
14-08-2018 16:00,14269,17,42.06057343,35.45454545
14-08-2018 16:15,14269,15,42.05780798,35.45454545
14-08-2018 16:30,14269,16,42.05763867,35.54545455
14-08-2018 16:45,14269,16,42.05865455,32.90909091
14-08-2018 17:00,14269,16,42.04804427,35.27272727
14-08-2018 17:15,14269,13,42.04573032,34.54545455
14-08-2018 17:30,14269,14,42.03765973,35.27272727
14-08-2018 17:45,14269,12,42.03528935,33.27272727
14-08-2018 18:00,14269,12,42.03715179,34.27272727
14-08-2018 18:15,14269,12,42.04731058,34.54545455
14-08-2018 18:30,14269,12,42.06881333,35.27272727
14-08-2018 18:45,14269,9,42.08134249,34.27272727
14-08-2018 19:00,14269,11,42.08715557,33.36363636
14-08-2018 19:15,14269,11,42.10199868,33
14-08-2018 19:30,14269,10,42.10538494,33
14-08-2018 19:45,14269,10,42.13021752,34
14-08-2018 20:00,14269,10,42.13608704,33.81818182
14-08-2018 20:15,14269,11,42.13699004,33
14-08-2018 20:30,14269,11,42.13715936,33.81818182
14-08-2018 20:45,14269,11,42.14133574,34.54545455
14-08-2018 21:00,14269,10,42.1459072,35.63636364
14-08-2018 21:15,14269,10,42.15352628,35.54545455
14-08-2018 21:30,14269,11,42.15341341,35.27272727
14-08-2018 21:45,14269,12,42.15516298,34
14-08-2018 22:00,14269,9,42.15499366,35.27272727
14-08-2018 22:15,14269,12,42.16075031,35.27272727
14-08-2018 22:30,14269,11,42.1646445,35.27272727
14-08-2018 22:45,14269,11,42.17213647,33.18181818
14-08-2018 23:00,14269,11,42.17157209,33.63636364
14-08-2018 23:15,14269,11,42.17120966,34.54545455
14-08-2018 23:30,14269,15,42.17027401,35.18181818
14-08-2018 23:45,14269,12,42.16677484,35
15-08-2018 00:00,14269,12,42.16654909,34.27272727
15-08-2018 00:15,14269,11,42.16637977,33.36363636
15-08-2018 00:30,14269,12,42.16558964,32.81818182
15-08-2018 00:45,14269,12,42.1655332,34.54545455
15-08-2018 01:00,14269,12,42.16158253,33
15-08-2018 01:15,14269,12,42.15887349,33.27272727
15-08-2018 01:30,14269,13,42.15892993,34.09090909
15-08-2018 01:45,14269,14,42.15565652,34.72727273
15-08-2018 02:00,14269,15,42.14510258,35.54545455
15-08-2018 02:15,14269,14,42.13601603,35.45454545
15-08-2018 02:30,14269,15,42.13229111,35.36363636
15-08-2018 02:45,14269,14,42.12884838,32.45454545
15-08-2018 03:00,14269,17,42.12094703,35.18181818
15-08-2018 03:15,14269,18,42.11676171,35.54545455
15-08-2018 03:30,14269,17,42.11665773,35.54545455
15-08-2018 03:45,14269,17,42.11000693,34.36363636
15-08-2018 04:00,14269,18,42.09351807,34.27272727
15-08-2018 04:15,14269,21,42.09001891,34.72727273
15-08-2018 04:30,14269,20,42.08251263,35.18181818
15-08-2018 04:45,14269,20,42.07754607,34.90909091
15-08-2018 05:00,14269,22,42.07726388,34.72727273
15-08-2018 05:15,14269,20,42.07472416,33.63636364
15-08-2018 05:30,14269,20,42.07472416,33.36363636
15-08-2018 05:45,14269,23,42.08307701,34.18181818
15-08-2018 06:00,14269,20,42.08426221,33.72727273
15-08-2018 06:15,14269,22,42.08471372,33.81818182
15-08-2018 06:30,14269,19,42.08381071,35.18181818
15-08-2018 06:45,14269,21,42.07997291,34.54545455
15-08-2018 07:00,14269,18,42.07963428,33.63636364
15-08-2018 07:15,14269,20,42.06755651,35.18181818
15-08-2018 07:30,14269,19,42.06579214,34.90909091
15-08-2018 07:45,14269,18,42.06439597,33.81818182
15-08-2018 08:00,14269,18,42.06439597,34.81818182
15-08-2018 08:15,14269,19,42.06005023,35.54545455
15-08-2018 08:30,14269,20,42.05327765,35.54545455
15-08-2018 08:45,14269,18,42.05361628,35.63636364
15-08-2018 09:00,14269,18,42.05226176,32.63636364
15-08-2018 09:15,14269,18,42.05322121,35.54545455
15-08-2018 09:30,14269,18,42.0515845,34
15-08-2018 09:45,14269,18,42.05677682,35.45454545
15-08-2018 10:00,14269,17,42.06157406,33.81818182
15-08-2018 10:15,14269,18,42.06196913,33.81818182
15-08-2018 10:30,14269,15,42.08759206,34.54545455
15-08-2018 10:45,14269,15,42.06168694,35.09090909
15-08-2018 11:00,14269,15,42.02500212,34.90909091
15-08-2018 11:15,14269,17,42.02838841,35.45454545
15-08-2018 11:30,14269,15,42.01676214,36.54545455
15-08-2018 11:45,14269,15,42.0162542,34.09090909
15-08-2018 12:00,14269,18,42.06168694,34.63636364
15-08-2018 12:15,14269,19,42.00304766,33.54545455
15-08-2018 12:30,14269,17,42.00304766,33.90909091
15-08-2018 12:45,14269,17,42.00316956,34.27272727
15-08-2018 13:00,14269,18,42.00524875,35.54545455
15-08-2018 13:15,14269,18,42.01106188,35.45454545
15-08-2018 13:30,14269,20,42.00575669,35.81818182
15-08-2018 13:45,14269,19,42.00496656,35.72727273
15-08-2018 14:00,14269,19,42.00496656,34.81818182
15-08-2018 14:15,14269,19,42.00581313,35.81818182
15-08-2018 14:30,14269,18,42.00276547,35.36363636
15-08-2018 14:45,14269,18,42.00225753,35.36363636
15-08-2018 15:00,14269,17,42.00609532,35.18181818
15-08-2018 15:15,14269,18,42.00823998,35.54545455
15-08-2018 15:30,14269,17,42.00744984,34.54545455
15-08-2018 15:45,14269,18,42.00671614,32.90909091
15-08-2018 16:00,14269,15,42.00649039,32.90909091
15-08-2018 16:15,14269,18,42.00299122,33.18181818
15-08-2018 16:30,14269,18,42.00530519,34.27272727
15-08-2018 16:45,14269,15,42.00451505,35
15-08-2018 17:00,14269,15,41.99994356,34.81818182
15-08-2018 17:15,14269,14,41.98930948,34.54545455
15-08-2018 17:30,14269,13,41.99458193,34.45454545
15-08-2018 17:45,14269,14,41.96901544,34.09090909
15-08-2018 18:00,14269,13,41.96450038,35.18181818
15-08-2018 18:15,14269,12,41.97866637,35.09090909
15-08-2018 18:30,13621,12,41.98989756,35.54545455
15-08-2018 18:45,13621,12,42.00355561,34.54545455
15-08-2018 19:00,13621,11,42.00840929,35.09090909
15-08-2018 19:15,13621,11,42.01930186,35.63636364
15-08-2018 19:30,13621,10,42.02929142,35.36363636
15-08-2018 19:45,13621,12,42.0304439,35.09090909
15-08-2018 20:00,13621,10,42.03478965,35.27272727
15-08-2018 20:15,13621,11,42.04985865,35.18181818
15-08-2018 20:30,13621,10,42.05036659,34.18181818
15-08-2018 20:45,13621,9,42.04534359,33.36363636
15-08-2018 21:00,13621,10,42.04703674,33.09090909
15-08-2018 21:15,13621,11,42.04850413,33.36363636
15-08-2018 21:30,13621,10,42.04737537,34.63636364
15-08-2018 21:45,13621,10,42.05149536,33.63636364
15-08-2018 22:00,13621,9,42.05815507,35.18181818
15-08-2018 22:15,13621,10,42.05934027,34.63636364
15-08-2018 22:30,13621,10,42.05979178,34
15-08-2018 22:45,13621,12,42.06138054,33.54545455
15-08-2018 23:00,13621,12,42.06736305,35
15-08-2018 23:15,13621,12,42.06798387,35.18181818
15-08-2018 23:30,13621,10,42.07193459,35.54545455
15-08-2018 23:45,13621,11,42.07187815,35.45454545
16-08-2018 00:00,13621,11,42.07232966,33.54545455
16-08-2018 00:15,13621,13,42.07204746,34
16-08-2018 00:30,13621,12,42.06905621,33.18181818
16-08-2018 00:45,13621,12,42.06527481,34.18181818
16-08-2018 01:00,13621,12,42.06234,33.72727273
16-08-2018 01:15,13621,12,42.05562378,35.18181818
16-08-2018 01:30,13621,12,42.05443857,35.36363636
16-08-2018 01:45,13621,12,42.04693221,35.36363636
16-08-2018 02:00,13621,12,42.04687578,35.72727273
16-08-2018 02:15,13621,13,42.04320726,34.54545455
16-08-2018 02:30,13621,14,42.0384664,35.09090909
16-08-2018 02:45,13621,13,42.03022634,35
16-08-2018 03:00,13621,13,42.01944654,34.90909091
16-08-2018 03:15,13621,15,42.01555226,35.63636364
16-08-2018 03:30,13621,15,42.01527007,34.81818182
16-08-2018 03:45,13621,19,42.01160155,33.18181818
16-08-2018 04:00,13621,21,42.00996483,33
16-08-2018 04:15,13621,23,42.00353081,33.18181818
16-08-2018 04:30,13621,25,42.01345502,34.09090909
16-08-2018 04:45,13621,29,42.1341301,34.72727273
16-08-2018 05:00,13621,29,42.14321674,35.18181818
16-08-2018 05:15,13621,29,42.15010227,35
16-08-2018 05:30,13621,26,42.15010227,35.63636364
16-08-2018 05:45,13621,26,42.2423232,35.27272727
16-08-2018 06:00,13621,29,42.3511265,34.81818182
16-08-2018 06:15,13621,27,42.25969524,35.63636364
16-08-2018 06:30,15397,30,42.16312803,35.36363636
16-08-2018 07:00,15480,29,42.27905383,34.81818182
16-08-2018 07:15,15567,29,42.29175262,34.54545455
16-08-2018 07:30,15337,26,42.29175262,35.31818182
16-08-2018 08:15,15191,25,42.09218415,35.54545455
16-08-2018 08:30,15255,27,42.17520599,35.36363636
16-08-2018 08:45,15168,27,42.17701204,35.09090909
16-08-2018 09:00,15168,27,42.18192223,35.18181818
16-08-2018 09:15,15237,28,42.30095218,34
16-08-2018 09:30,15258,30,42.3578733,33.54545455
16-08-2018 09:45,15397,28,42.28862236,33.27272727
16-08-2018 10:00,15500,29,42.49381001,33.72727273
16-08-2018 10:15,15438,25,42.31173641,33.90909091
16-08-2018 10:30,15330,26,42.30163375,33.54545455
16-08-2018 10:45,15572,27,42.29486102,34.09090909
16-08-2018 11:00,15632,27,42.4054823,34.81818182
16-08-2018 11:15,15459,23,42.20269543,33.81818182
16-08-2018 11:30,15266,24,42.27691328,33.27272727
16-08-2018 11:45,15142,25,42.2906845,34.09090909
16-08-2018 12:00,14827,24,42.28317806,35.36363636
16-08-2018 12:15,14230,24,42.07322339,35.27272727
16-08-2018 12:30,13856,21,42.07322339,35.09090909
16-08-2018 12:45,13621,0,42.07322339,35.09090909
16-08-2018 13:00,13621,23,42.05719459,35.18181818
16-08-2018 13:15,13621,21,42.05775898,35.45454545
16-08-2018 13:30,13621,19,42.05775898,35.36363636
16-08-2018 13:45,13621,19,42.07919088,35.27272727
16-08-2018 14:00,13621,19,42.07591736,35.18181818
16-08-2018 14:15,13621,19,42.14054109,35.63636364
16-08-2018 14:30,13621,19,42.08760043,35.36363636
16-08-2018 14:45,13621,20,42.14714456,35.36363636
16-08-2018 15:00,13621,19,42.15186173,35.09090909
16-08-2018 15:15,13621,19,42.15572343,35.18181818
16-08-2018 15:30,13621,19,42.15651359,35
16-08-2018 15:45,13621,18,42.0975903,34.18181818
16-08-2018 16:00,13621,18,42.09651794,35.09090909
16-08-2018 16:15,13621,18,42.15278856,35.27272727
16-08-2018 16:30,13621,19,42.10114601,35.36363636
16-08-2018 16:45,13621,17,42.10210549,35.36363636
16-08-2018 17:00,13621,17,42.15995643,32.81818182
16-08-2018 17:15,13621,15,42.15645715,35.09090909
16-08-2018 17:30,13621,15,42.14810404,35.18181818
16-08-2018 17:45,13621,14,42.08009392,35.18181818
16-08-2018 18:00,13621,13,42.13884789,34.27272727
16-08-2018 18:15,13621,12,42.15820679,33.63636364
16-08-2018 18:30,9069,13,42.16499727,33.36363636
16-08-2018 18:45,9069,11,42.11124876,34.72727273
16-08-2018 19:00,9069,12,42.11542532,34.36363636
16-08-2018 19:15,9069,12,42.13388118,34.63636364
16-08-2018 19:30,9069,12,42.19636019,35
16-08-2018 19:45,9069,10,42.20290722,33.63636364
16-08-2018 20:00,9069,11,42.15645715,33.27272727
16-08-2018 20:15,9069,10,42.22254832,35.45454545
16-08-2018 20:30,9069,12,42.16955122,34.90909091
16-08-2018 20:45,9069,10,42.23587691,35.09090909
16-08-2018 21:00,9069,10,42.2389159,34.54545455
16-08-2018 21:15,9069,10,42.24264094,35.18181818
16-08-2018 21:30,9069,10,42.1842256,35.18181818
16-08-2018 21:45,9069,11,42.18529796,35
16-08-2018 22:00,9069,12,42.18992604,32
16-08-2018 22:15,9069,11,42.19489275,34.72727273
16-08-2018 22:30,9069,11,42.19523139,34.81818182
16-08-2018 22:45,9069,10,42.19494919,34.90909091
16-08-2018 23:00,9069,9,42.19557003,34
16-08-2018 23:15,9069,10,42.25212285,33.63636364
16-08-2018 23:30,9069,11,42.19534427,33.09090909
16-08-2018 23:45,9069,10,42.25280013,34
17-08-2018 00:00,9069,12,42.19331243,34
17-08-2018 00:15,9069,12,42.19280447,34.72727273
17-08-2018 00:30,9069,13,42.24548678,34.45454545
17-08-2018 00:45,9069,12,42.17649333,32.90909091
17-08-2018 01:00,9069,12,42.17598537,33.36363636
17-08-2018 01:15,9069,10,42.23124007,35.36363636
17-08-2018 01:30,9069,13,42.23389275,33.90909091
17-08-2018 01:45,9069,12,42.17434861,35.09090909
17-08-2018 02:00,9069,13,42.17316337,34.54545455
17-08-2018 02:15,9069,13,42.16565686,35
17-08-2018 02:30,9069,15,42.16554398,34.90909091
17-08-2018 02:45,9069,14,42.22029072,35.36363636
17-08-2018 03:00,9069,15,42.2187104,36.36363636
17-08-2018 03:15,9069,16,42.21492893,34.45454545
17-08-2018 03:30,9069,17,42.142864,35.45454545
17-08-2018 03:45,9069,17,42.13506642,34.81818182
17-08-2018 04:00,9069,17,42.13506642,33.81818182
17-08-2018 04:15,9069,21,42.13326034,34.45454545
17-08-2018 04:30,9069,21,42.19054687,35.09090909
17-08-2018 04:45,9069,26,42.26358015,35.18181818
17-08-2018 05:00,9069,23,42.26453963,35.27272727
17-08-2018 05:15,9069,22,42.25991156,32.72727273
17-08-2018 05:30,9069,26,42.20270528,35.09090909
17-08-2018 05:45,9069,23,42.38353894,34
17-08-2018 06:00,9069,18,42.34420029,35.27272727
17-08-2018 06:15,9069,19,42.3567864,34.36363636
17-08-2018 06:30,9069,20,42.50494132,34.54545455
17-08-2018 06:45,9069,19,42.26557941,34.90909091
17-08-2018 07:00,9069,24,42.28493832,34.54545455
17-08-2018 07:30,13308,22,42.34408741,34.18181818
17-08-2018 07:45,13308,20,42.16184274,34
17-08-2018 08:00,13308,18,42.07740855,34.09090909
17-08-2018 08:15,13308,17,42.07412023,33.72727273
17-08-2018 08:30,13308,18,42.12193968,33.81818182
17-08-2018 08:45,13308,17,42.06640275,34
17-08-2018 09:00,13308,20,42.07131303,35.27272727
17-08-2018 10:15,13308,18,42.08828646,33.81818182
17-08-2018 10:30,13308,20,42.14890353,35.18181818
17-08-2018 10:45,13308,19,42.14822625,34.63636364
17-08-2018 11:00,13308,18,42.1473232,34.63636364
17-08-2018 11:15,13308,16,42.13648663,34
17-08-2018 11:30,13308,17,42.12045753,34.18181818
17-08-2018 11:45,13263,18,42.1805102,34.09090909
17-08-2018 12:00,13308,20,42.18090528,35.45454545
17-08-2018 12:15,13127,18,42.16854482,35.45454545
17-08-2018 12:30,13124,19,42.22492886,35.81818182
17-08-2018 12:45,13047,18,42.05730063,35.81818182
17-08-2018 13:00,12756,18,42.05690555,34.45454545
17-08-2018 13:15,12702,19,42.04996337,35.63636364
17-08-2018 13:30,12234,19,42.15635367,35.45454545
17-08-2018 13:45,12234,21,42.1511285,35.09090909
17-08-2018 14:00,12389,21,42.17493217,34.09090909
17-08-2018 14:15,12436,20,42.18379341,34
17-08-2018 14:30,12296,20,42.1891315,33.63636364
17-08-2018 14:45,12200,18,42.28338759,33.63636364
17-08-2018 15:00,12153,21,42.18816143,34.09090909
17-08-2018 15:15,12050,19,42.18796829,33.54545455
17-08-2018 15:30,11910,20,42.27321934,33.72727273
17-08-2018 15:45,11716,18,42.07623718,34.45454545
17-08-2018 16:00,11569,17,42.07375374,34.45454545
17-08-2018 16:15,11481,18,42.07127029,34.63636364
17-08-2018 16:30,11324,17,42.17670373,33.90909091
17-08-2018 16:45,11060,16,42.17766324,33.54545455
17-08-2018 17:00,10837,17,42.1758571,35.27272727
17-08-2018 17:15,10455,14,42.11444833,35.45454545
17-08-2018 17:30,10095,15,42.20944002,35.27272727
17-08-2018 17:45,9654,15,42.14345946,35.72727273
17-08-2018 18:00,9296,14,42.13900055,35.18181818
17-08-2018 18:15,9069,13,42.09740288,35.36363636
17-08-2018 18:30,8822,12,42.10028142,35.09090909
17-08-2018 18:45,8667,13,42.07098808,35.27272727
17-08-2018 19:00,8483,13,42.07860774,35.18181818
17-08-2018 19:15,8372,12,42.09565318,34.54545455
17-08-2018 19:30,8317,15,42.11134403,34.36363636
17-08-2018 19:45,8280,13,42.24025728,34.27272727
17-08-2018 20:00,8250,11,42.22964621,34.27272727
17-08-2018 20:15,8152,12,42.25109413,34.90909091
17-08-2018 20:30,8115,12,42.20001422,34.54545455
17-08-2018 20:45,8061,11,42.25679476,34.18181818
17-08-2018 21:00,8030,9,42.15169997,35.18181818
17-08-2018 21:15,8020,10,42.21519709,35.27272727
17-08-2018 21:30,7997,13,42.164328,35.18181818
17-08-2018 21:45,8007,11,42.16564112,34.63636364
17-08-2018 22:00,7970,11,42.16618174,35.09090909
17-08-2018 22:15,7956,12,42.1668121,35.45454545
17-08-2018 22:30,7935,12,42.2250042,35.45454545
17-08-2018 22:45,7928,14,42.28017228,35.72727273
17-08-2018 23:00,7960,12,42.22914833,34.81818182
17-08-2018 23:15,7945,12,42.23033363,34.90909091
17-08-2018 23:30,7950,15,42.23027718,34.63636364
17-08-2018 23:45,7958,12,42.28671961,34.90909091
18-08-2018 00:00,7994,12,42.28734047,34.63636364
18-08-2018 00:15,8022,15,42.2871147,35.09090909
18-08-2018 00:30,8075,14,42.23039007,35.18181818
18-08-2018 00:45,8189,13,42.22993853,34.27272727
18-08-2018 01:00,8316,13,42.17197216,33.81818182
18-08-2018 01:15,8540,12,42.16926292,33.63636364
18-08-2018 01:30,8725,14,42.33272018,33.81818182
18-08-2018 01:45,8929,14,42.27402878,34.45454545
18-08-2018 02:00,9150,15,42.27023842,34.72727273
18-08-2018 02:15,9326,14,42.26803716,35.45454545
18-08-2018 02:30,9537,14,42.14702461,35.09090909
18-08-2018 02:45,9734,15,42.2591757,34.09090909
18-08-2018 03:00,9953,15,42.25155598,35.27272727
18-08-2018 03:15,10273,15,42.18512324,35.54545455
18-08-2018 03:30,10652,17,42.29512953,35.45454545
18-08-2018 03:45,11202,18,42.11812609,35.45454545
18-08-2018 04:00,11894,23,42.12021446,35.09090909
18-08-2018 04:15,12753,24,42.12134331,35.18181818
18-08-2018 04:30,13466,27,42.20239463,35.27272727
18-08-2018 04:45,14121,24,42.12986611,35.09090909
18-08-2018 05:00,14609,24,42.24720991,34.81818182
18-08-2018 05:15,14909,25,42.24816943,34.36363636
18-08-2018 05:30,15022,24,42.42057536,34.27272727
18-08-2018 05:45,15153,25,42.47744404,33.90909091
18-08-2018 06:00,15217,25,42.47904842,33.63636364
18-08-2018 06:15,15369,24,42.4130428,33.90909091
18-08-2018 06:30,15447,31,42.40217327,34.54545455
18-08-2018 06:45,15460,25,42.45490633,34.81818182
18-08-2018 07:00,15476,29,42.54374973,35.27272727
18-08-2018 07:15,15444,26,42.42851507,35
18-08-2018 07:30,15502,31,42.5537247,34.27272727
18-08-2018 07:45,15452,25,42.32948837,33.63636364
18-08-2018 08:00,15329,25,42.45033494,35.45454545
18-08-2018 08:15,15234,24,42.23596069,35.81818182
18-08-2018 08:30,15268,28,42.28252697,36.18181818
18-08-2018 08:45,15294,25,42.29054202,36.09090909
18-08-2018 09:00,15304,24,42.29037269,35.18181818
18-08-2018 09:15,15333,23,42.39860336,35.36363636
18-08-2018 09:30,15423,25,42.39860336,33.54545455
18-08-2018 09:45,15432,25,42.39860336,33
18-08-2018 10:00,15501,26,42.37436134,35.09090909
18-08-2018 10:15,15474,25,42.37447422,33.54545455
18-08-2018 10:30,15389,24,43.37,33.54545455
18-08-2018 10:45,15389,26,42.3568637,33.72727273
18-08-2018 11:00,15389,21,42.35810547,34
18-08-2018 11:15,15389,25,42.33651997,34.27272727
18-08-2018 11:30,15389,26,42.24499173,34
18-08-2018 11:45,15389,23,42.2680296,34
18-08-2018 12:00,15389,22,42.1232985,34.45454545
18-08-2018 12:15,15389,23,42.0913512,35.45454545
18-08-2018 12:30,13037,25,42.1,34.81818182
18-08-2018 12:45,13340,25,42.07836908,35.36363636
18-08-2018 13:15,13037,22,42.10078626,35.45454545
18-08-2018 13:30,12812,23,42.10399465,35.63636364
18-08-2018 13:45,12505,25,42.10155268,36.18181818
18-08-2018 14:00,12434,21,42.12046158,35.36363636
18-08-2018 14:15,12384,22,42.19011409,35.36363636
18-08-2018 14:30,12433,21,42.13776626,35.18181818
18-08-2018 14:45,12289,21,42.14162827,35.09090909
18-08-2018 15:00,12179,22,42.19959676,35.09090909
18-08-2018 15:15,12015,19,42.23216523,34.63636364
18-08-2018 15:30,11898,22,42.20219321,34.63636364
18-08-2018 15:45,11689,21,42.13694337,34.90909091
18-08-2018 16:00,11555,21,42.13846737,35.09090909
18-08-2018 16:15,11400,20,42.217659,35.27272727
18-08-2018 16:30,11247,20,42.19716704,34.27272727
18-08-2018 16:45,10988,17,42.14021715,33.45454545
18-08-2018 17:00,10745,16,42.13931404,35.81818182
18-08-2018 17:15,10425,15,42.13512224,35.36363636
18-08-2018 17:30,10122,16,42.13220204,34.81818182
18-08-2018 17:45,9673,15,42.12537225,35.09090909
18-08-2018 18:00,9437,16,42.12046158,35.27272727
18-08-2018 18:15,9168,13,42.18300208,35.54545455
18-08-2018 18:30,8919,15,42.18601745,35.27272727
18-08-2018 18:45,8733,14,42.13750782,34.90909091
18-08-2018 19:00,8564,13,42.15630383,34.63636364
18-08-2018 19:15,8495,12,42.17210829,35
18-08-2018 19:30,8402,14,42.18672742,35.18181818
18-08-2018 19:45,8353,14,42.2632097,35.36363636
18-08-2018 20:00,8283,13,42.32405687,35
18-08-2018 20:15,8215,12,42.32490354,35.27272727
18-08-2018 20:30,8180,13,42.31082498,34.90909091
18-08-2018 20:45,8106,14,42.27393416,35.09090909
18-08-2018 21:00,8092,12,42.22685945,34
18-08-2018 21:15,8059,10,42.28561817,33.54545455
18-08-2018 21:30,8007,13,42.28556172,33.54545455
18-08-2018 21:45,7976,12,42.22770612,34.81818182
18-08-2018 22:00,7955,12,42.22776256,35.18181818
18-08-2018 22:15,7946,12,42.23272968,35.18181818
18-08-2018 22:30,7946,10,42.24458302,34.54545455
18-08-2018 22:45,7943,10,42.29752796,34.72727273
18-08-2018 23:00,7912,11,42.35724623,35.27272727
18-08-2018 23:15,7922,11,42.35831868,35.54545455
18-08-2018 23:30,7934,13,42.30102752,35.81818182
18-08-2018 23:45,7966,13,42.30068885,35.63636364
19-08-2018 00:00,7963,13,42.35831868,34.45454545
19-08-2018 00:15,7996,13,42.30040663,34.63636364
19-08-2018 00:30,8046,12,42.24399473,34.90909091
19-08-2018 00:45,8160,12,42.24238169,35.54545455
19-08-2018 01:00,8229,13,42.23645501,35.36363636
19-08-2018 01:15,8324,12,42.23526968,35.45454545
19-08-2018 01:30,8471,13,42.29035951,35.09090909
19-08-2018 01:45,8620,15,42.22855279,34.72727273
19-08-2018 02:00,8617,14,42.28640839,34.18181818
19-08-2018 02:15,8959,16,42.27940927,33.63636364
19-08-2018 02:30,9132,16,42.45771743,33.36363636
19-08-2018 02:45,9303,16,42.47583611,33.90909091
19-08-2018 03:00,9508,15,42.45562898,34.45454545
19-08-2018 03:15,9682,16,42.26755593,35.27272727
19-08-2018 03:30,9852,18,42.20907944,34.36363636
19-08-2018 03:45,10123,18,42.20922494,34.45454545
19-08-2018 04:00,10330,18,42.20529765,35.27272727
19-08-2018 04:15,10490,20,42.19795987,35.36363636
19-08-2018 04:30,10766,19,42.20191098,35.63636364
19-08-2018 04:45,10942,19,42.2586377,35.81818182
19-08-2018 05:00,11075,18,42.19895205,34.72727273
19-08-2018 05:15,11244,20,42.24311547,35.63636364
19-08-2018 05:30,11343,20,42.23543901,35.09090909
19-08-2018 05:45,11459,20,42.27382127,35
19-08-2018 06:00,11519,19,42.23854346,34.72727273
19-08-2018 06:15,11574,21,42.21777189,34.54545455
19-08-2018 06:30,11665,19,42.23114923,34.18181818
19-08-2018 06:45,11641,20,42.17000488,33.63636364
19-08-2018 07:00,11647,18,42.16398029,33.72727273
19-08-2018 07:15,11617,21,42.16223051,33.63636364
19-08-2018 07:30,11595,20,42.21698166,33.54545455
19-08-2018 07:45,11512,19,42.15844872,33.90909091
19-08-2018 08:00,11502,19,42.21161944,33.63636364
19-08-2018 08:15,11452,19,42.15619094,35.36363636
19-08-2018 08:30,11410,21,42.21037766,34.45454545
19-08-2018 08:45,11427,18,42.14800649,35.18181818
19-08-2018 09:00,11343,20,42.20569277,35.63636364
19-08-2018 09:15,11353,18,42.20303987,35.54545455
19-08-2018 09:30,11364,20,42.20309632,35.54545455
19-08-2018 09:45,11334,18,42.14614383,35.36363636
19-08-2018 10:00,11323,19,42.14665183,35.18181818
19-08-2018 10:15,11271,20,42.14253138,35.63636364
19-08-2018 10:30,11350,21,42.20366076,35.54545455
19-08-2018 10:45,11359,18,42.15314294,35.36363636
19-08-2018 11:00,11375,18,42.15032072,34.81818182
19-08-2018 11:15,11396,18,42.21060344,34.27272727
19-08-2018 11:30,11362,18,42.22939945,33.72727273
19-08-2018 11:45,11346,17,42.13474204,34
19-08-2018 12:00,11351,18,42.15184472,34.18181818
19-08-2018 12:15,11362,17,42.16412582,34
19-08-2018 12:30,11410,19,42.13812871,33.81818182
19-08-2018 12:45,11378,18,42.08371622,33.63636364
19-08-2018 13:00,11474,17,42.08072466,35.63636364
19-08-2018 13:15,11476,17,42.07361265,35.18181818
19-08-2018 13:30,11493,16,42.0715242,34.27272727
19-08-2018 13:45,11554,18,42.12654292,35.63636364
19-08-2018 14:00,11546,18,42.06411475,35.45454545
19-08-2018 14:15,11607,18,42.12959095,35.72727273
19-08-2018 14:30,11576,17,42.08166915,35.72727273
19-08-2018 14:45,11622,16,42.1380577,35.90909091
